Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Id,Venue,Venue Latitude,Venue Longitude,Venue Category
Lawrence Park,43.7280205,-79.3887901,50e6da19e4b0d8a78a0e9794,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
Lawrence Park,43.7280205,-79.3887901,5082ef77e4b0a7491cf7b022,Zodiac Swim School,43.72853205765438,-79.3828602612317,Swim School
Lawrence Park,43.7280205,-79.3887901,50ed9da8e4b081eabee12672,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
Davisville North,43.7127511,-79.3901975,4ba011c2f964a5204a5737e3,Sherwood Park,43.71655100307589,-79.38777567141624,Park
Davisville North,43.7127511,-79.3901975,4e8e73c30cd6209590ae7be4,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
Davisville North,43.7127511,-79.3901975,4adb2fd3f964a520c42421e3,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
Davisville North,43.7127511,-79.3901975,560f20eb498ef7d04038f8cd,Winners,43.71323606413252,-79.3938728363979,Department Store
Davisville North,43.7127511,-79.3901975,4b7810c3f964a52030b42ee3,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
Davisville North,43.7127511,-79.3901975,4b0b3691f964a520c62e23e3,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
Davisville North,43.7127511,-79.3901975,4c3f2724db3b1b8d635e6695,900 Mount Pleasant - Residents Gym,43.71167058860572,-79.3917671882441,Gym / Fitness Center
Davisville North,43.7127511,-79.3901975,4da99b34a86e771ea70e84c1,Gym,43.71312601210131,-79.39353747528043,Gym
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,51606062e4b0878cf540f4a2,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4aec6bbaf964a520e6c621e3,Starbucks,43.71559,-79.40045,Coffee Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4aec79e5f964a5209fc721e3,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4db86d7cfc608240bc2cbb99,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4b168a88f964a52028ba23e3,lululemon,43.7134783384539,-79.4000817882245,Clothing Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4b748e76f964a520cfe32de3,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,515f21e5e4b03c1e772c36c7,Sushi Shop,43.713861,-79.400093,Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4bdd97185b31c9b6f00d9d16,Nailsense,43.71746731916717,-79.40065341489495,Spa
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,5738efd3498ef5d2444c477e,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,5d3000908fe07d00081e8b8b,A&W,43.715149,-79.399944,Fast Food Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4b005f26f964a5206a3d22e3,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,5508810b498e56b2576b2070,Tim Hortons,43.71489400011398,-79.39977586269379,Coffee Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4b7d953df964a52023c82fe3,GAP,43.71544977487359,-79.40008916661074,Clothing Store
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4b9e71eef964a52072e436e3,Second Cup,43.714583000256965,-79.40011973797179,Café
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,4cc4982f42d1b60c889f1e13,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,5a234a153ba7676492aaf1ea,The Captain’s Boil,43.715789,-79.400187,Seafood Restaurant
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,51969655498e69dda5f74f16,Drake General Store,43.714712809782114,-79.40015650911188,Gift Shop
"North Toronto West, Lawrence Park",43.7153834,-79.40567840000001,53bdcf7a498ed37c87ab9968,Anytime Fitness,43.71765439,-79.40043421,Gym / Fitness Center
Davisville,43.7043244,-79.3887901,4b939ca4f964a520344a34e3,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
Davisville,43.7043244,-79.3887901,4ae6ea6ef964a52082a721e3,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
Davisville,43.7043244,-79.3887901,5169d445e4b07de190b5c3d6,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Davisville,43.7043244,-79.3887901,4b939d18f964a520454a34e3,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
Davisville,43.7043244,-79.3887901,4adb97f3f964a520402921e3,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
Davisville,43.7043244,-79.3887901,4e125f30b61c637b97b6251c,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
Davisville,43.7043244,-79.3887901,4b801467f964a5203e5030e3,June Rowlands Park,43.70051698238234,-79.38918866607341,Park
Davisville,43.7043244,-79.3887901,4f79e8a1e4b03b459fae7e97,Starbucks,43.705923,-79.389548,Coffee Shop
Davisville,43.7043244,-79.3887901,4b258fcef964a520d37324e3,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Davisville,43.7043244,-79.3887901,4bd4b2546798ef3bb235628d,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
Davisville,43.7043244,-79.3887901,4b71edddf964a520cb642de3,Positano,43.704558,-79.38863854,Italian Restaurant
Davisville,43.7043244,-79.3887901,4b1eb103f964a520e61d24e3,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
Davisville,43.7043244,-79.3887901,4dcda6b7e4cd130e16534f51,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
Davisville,43.7043244,-79.3887901,4b13d0bff964a5206e9923e3,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
Davisville,43.7043244,-79.3887901,4aec60d6f964a5207cc621e3,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
Davisville,43.7043244,-79.3887901,4adf957df964a520cc7b21e3,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
Davisville,43.7043244,-79.3887901,524ac4b1498e8498a174a9a0,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
Davisville,43.7043244,-79.3887901,4da5f6cef7b16ce044af5212,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
Davisville,43.7043244,-79.3887901,4b800918f964a5209a4c30e3,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
Davisville,43.7043244,-79.3887901,4fb90459e4b0fa8ed197391d,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
Davisville,43.7043244,-79.3887901,4b13f568f964a520f29a23e3,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
Davisville,43.7043244,-79.3887901,4b62d9d0f964a5207a552ae3,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
Davisville,43.7043244,-79.3887901,4c73b0a0d944224b6ad80f29,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
Davisville,43.7043244,-79.3887901,4c51db34b6dabe9a11d46b12,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
Davisville,43.7043244,-79.3887901,58a881442520ae596a926970,Starving Artist,43.701538,-79.38724,Restaurant
Davisville,43.7043244,-79.3887901,57b8c524cd10f719218fda73,Meow Cat Cafe,43.702927,-79.38819,Café
Davisville,43.7043244,-79.3887901,4e984a0a9a52e2664314040c,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
Davisville,43.7043244,-79.3887901,4c59dbe3d3aee21e2f486955,Subway,43.70176337400996,-79.38780495416756,Sandwich Place
Davisville,43.7043244,-79.3887901,4bfef68bc30a2d7fcd47101d,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
Davisville,43.7043244,-79.3887901,4af1f558f964a520c1e421e3,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
Davisville,43.7043244,-79.3887901,4c2cc74cb34ad13a80d2ebce,Rosedale Kennedy Flowers,43.704291008015225,-79.38873233163676,Flower Shop
Davisville,43.7043244,-79.3887901,4b0b3691f964a520c62e23e3,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
Davisville,43.7043244,-79.3887901,58682373a598b3137245cef7,Dollarama,43.706971,-79.389978,Discount Store
Davisville,43.7043244,-79.3887901,4b157f5ff964a520b8ad23e3,Pizza Nova,43.70752400823691,-79.3898628311206,Pizza Place
Davisville,43.7043244,-79.3887901,4e03639dc65b8061424e3495,Provocative Pizza Series,43.708293114505096,-79.38954603484376,Pizza Place
"Moore Park, Summerhill East",43.6895743,-79.38315990000001,4bb7c99253649c741a4746fb,Moore Park Tennis Club,43.693289308734215,-79.38289953522846,Tennis Court
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,5a67afb973fe2528841f60f3,The Market By Longo’s,43.686711,-79.399536,Supermarket
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,55c78cef498ec4095e9fba41,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4be349d763609c7439e11bff,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,5a119e738a6f175e860cac17,Mary Be Kitchen,43.687708,-79.395062,Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,52acedc011d2bf5586251c3c,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,53fd3897498ea15f71e72ea9,Starbucks,43.686756,-79.398292,Coffee Shop
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,590a0b5cda2e007acf8eb4a4,Tim Hortons,43.687682,-79.39684,Coffee Shop
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4b089cdbf964a520720f23e3,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4ae329b1f964a5201d9121e3,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,588d1d78a149261a47e1236d,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4ad4c05cf964a5201af620e3,Scallywags,43.687981749962695,-79.39467568457059,Pub
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4beae255415e20a1ca94e5bb,RBC Royal Bank,43.68805843886538,-79.39447781672222,Bank
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4ae9c951f964a5206bb621e3,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4b5cc189f964a520724229e3,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4bcdaaa00687ef3b8430e1cc,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,4d0cf291903d3704cdd8c055,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
Roselawn,43.7116948,-79.41693559999999,4e6e176c45dd293273b74e3c,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736922,Garden
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,4d7e59ed95c1a143d8d2cff2,Kay Gardner Beltline Trail,43.700726252588964,-79.4101006611444,Trail
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,4c0a7fd5ffb8c9b680a06b61,Kay Gardner Beltline Trail,43.698445835574525,-79.40687298774719,Trail
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,4dcebec3183899ddfada8061,Forest Hill Road Park,43.69794474434431,-79.4066047668457,Park
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,4c054753f56c2d7f6d6a1f66,Nikko Sushi Japenese Restaurant,43.700443369880006,-79.40795690464067,Sushi Restaurant
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,4bc3583a74a9a593a166d4f6,Oliver jewelry,43.70037360267825,-79.4076437784668,Jewelry Store
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4ae7bc29f964a52084ad21e3,Ezra's Pound,43.67515283323029,-79.40585846415303,Café
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4c62c59ce1621b8dd0332453,Roti Cuisine of India,43.67461834990478,-79.40824866273744,Indian Restaurant
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4ad4c061f964a52099f720e3,Live Organic Food Bar,43.67505287052667,-79.40671518307245,Vegetarian / Vegan Restaurant
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,5929ae709deb7d7d29b7ad46,Madame Boeuf And Flea,43.67524,-79.40662,Burger Joint
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,51dde181498eeca51450d79a,Big Crow,43.675896076491284,-79.40368028354095,BBQ Joint
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,55d2781b498e82585d37691e,Creeds Coffee Bar,43.67410020855885,-79.41083780404273,Coffee Shop
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4b730725f964a520c7962de3,Toronto Archives,43.67644734460629,-79.40750861881347,History Museum
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4cdedf6369136dcba84cd9e6,Dish Cooking Studio,43.67406646467061,-79.4107635453081,Café
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4c0c36c0a1b32d7f97439cf0,Jean Sibelius Square,43.67142628683921,-79.40883090368688,Park
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,5c5f10e4bf7dde002cef8172,Fet Zun,43.675147,-79.406346,Middle Eastern Restaurant
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,5b6ef35c3af988002c6c1cfa,Krispy Kreme Doughnut Cafe,43.674732,-79.40773,Donut Shop
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4b02e4bbf964a520bf4a22e3,The Annex Hodgepodge,43.674975198818274,-79.40654256081908,Sandwich Place
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,57beebc8498eafd93c99cb9d,Haute Coffee,43.675817902127925,-79.40279309076072,Café
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4ade974ef964a520717621e3,Pour House,43.675640867179204,-79.40382084040043,Pub
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,568c18c1498e7212bfaf9462,Subway,43.675070588962015,-79.40687736441805,Sandwich Place
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4aec890ff964a52066c821e3,LCBO,43.675344431726565,-79.40532725232431,Liquor Store
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4b4b580ef964a520319826e3,Martino's Pizza,43.67555992434719,-79.40355789179394,Pizza Place
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4b0fd74af964a5205d6523e3,Tim Hortons,43.67579963362535,-79.40353178302757,Coffee Shop
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,50521a43e4b0c9dff10489d4,Subway,43.675650480511266,-79.41025463558196,Sandwich Place
"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,4afdef74f964a520312c22e3,Shoppers Drug Mart,43.674959,-79.407986,Pharmacy
Rosedale,43.6795626,-79.37752940000001,4aff2d47f964a520743522e3,Rosedale Park,43.68232820227814,-79.37893434347683,Playground
Rosedale,43.6795626,-79.37752940000001,4bd777aa5cf276b054639b00,Whitney Park,43.68203573063681,-79.37378835021306,Park
Rosedale,43.6795626,-79.37752940000001,4d0e77df76cc37045715767c,Alex Murray Parkette,43.678300240478954,-79.38277328698108,Park
Rosedale,43.6795626,-79.37752940000001,4ef8f2a3775b54cdb5bdec7c,Milkman's Lane,43.676352068015554,-79.37384239440172,Trail
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b646a6ff964a5205cb12ae3,Cranberries,43.6678427705951,-79.36940687874281,Diner
"St. James Town, Cabbagetown",43.667967,-79.3676753,50cc21c37ab4d9c0594b6994,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4e4e7aa06365e1419d021044,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,5412007d498e1e2d959ac35e,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4d08ecf80ead8cfabe8cf276,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
"St. James Town, Cabbagetown",43.667967,-79.3676753,5093f826e4b08bdedeedcc16,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c8c21fdf0ce236ab28e15ef,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ae394fcf964a520e99621e3,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
"St. James Town, Cabbagetown",43.667967,-79.3676753,4abfbc42f964a520eb9120e3,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b11c8f2f964a5209e8423e3,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ae0a0e5f964a520158121e3,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
"St. James Town, Cabbagetown",43.667967,-79.3676753,4add3b20f964a520b16421e3,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b9c07a9f964a520b34236e3,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4bba156ccf2fc9b6831ca102,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
"St. James Town, Cabbagetown",43.667967,-79.3676753,4d2ba482068e8cfa15e7e44c,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b17c9f5f964a5202fc823e3,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,553c2ae7498e53f7c3086919,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c3cbf2a933b0f47797fe421,Labour Of Love,43.663907,-79.368822,Gift Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ad7903ef964a520350c21e3,Wellesley Park,43.6696487958367,-79.3621551990509,Park
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ad4c05ff964a5202df720e3,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,52e41e32498e41df684a2d36,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ad79243f964a5204c0c21e3,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,5240dfbc11d213427c8ec7d5,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c31fd14ed37a59372136b03,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
"St. James Town, Cabbagetown",43.667967,-79.3676753,5532f36f498e09dc3233709d,Thai Room - Carlton,43.6641587260231,-79.36818872980979,Thai Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b7c8c91f964a520569a2fe3,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4bb606111344b71388da9c04,Winchester Park,43.66623107575282,-79.3716312803108,Playground
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b6c81a1f964a5207d3f2ce3,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c2745a8c11dc9b6af4a2a24,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,4dbf32345da386e218ac306a,The Beer Store,43.6664079,-79.368833,Beer Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c37b2fb3849c9282036beb1,Subway,43.66564329610601,-79.3683001523662,Sandwich Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,5255d943498ebd18956be0b3,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,4d8fbe82c479a35deebf6397,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b17b845f964a5206fc723e3,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
"St. James Town, Cabbagetown",43.667967,-79.3676753,4bca992068f976b017d35f83,China Gourmet,43.6641802410051,-79.36835925727236,Chinese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b9c832af964a520936d36e3,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b7b268cf964a52061542fe3,Tender Trap Restaurant,43.66772379650776,-79.36948477788651,Chinese Restaurant
"St. James Town, Cabbagetown",43.667967,-79.3676753,57a5e710498ebb22006807a8,Tasso Baking Co,43.666571,-79.36878,Bakery
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b4bd6c4f964a5202da926e3,No Frills,43.663515,-79.367166,Grocery Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4be44593bcef2d7f884c02e5,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
"St. James Town, Cabbagetown",43.667967,-79.3676753,4fca50cfe4b063c02983f0ba,Sundara Yoga Studio,43.66500639642809,-79.36843142061613,Yoga Studio
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c0aa2caffb8c9b68eec6b61,Park Snacks,43.66697911709206,-79.36311542987823,Snack Place
"St. James Town, Cabbagetown",43.667967,-79.3676753,4c0583828f8fa59372f8f10d,Riverdale Farmer's Market,43.66689081195459,-79.36250306755787,Farmers Market
"St. James Town, Cabbagetown",43.667967,-79.3676753,4b1eb992f964a520861e24e3,Beckers,43.66745509366002,-79.3732981061779,Convenience Store
"St. James Town, Cabbagetown",43.667967,-79.3676753,4ffb6fbfe4b08049d96ff519,Rosedale Ravine,43.672151681201306,-79.36715009255055,Park
Church and Wellesley,43.6658599,-79.38315990000001,51a11515498ef97667980b8c,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
Church and Wellesley,43.6658599,-79.38315990000001,5bd2379cbcbf7a0039a2d7b9,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
Church and Wellesley,43.6658599,-79.38315990000001,59ecf741da2e006b9e11a3d3,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
Church and Wellesley,43.6658599,-79.38315990000001,4df4456052b100c2d7fdca23,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
Church and Wellesley,43.6658599,-79.38315990000001,4caf69ae9b34199c9a2ab763,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
Church and Wellesley,43.6658599,-79.38315990000001,5d9399e49b61d90008bac7b0,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
Church and Wellesley,43.6658599,-79.38315990000001,4b7af787f964a520f9482fe3,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
Church and Wellesley,43.6658599,-79.38315990000001,534c20fa498ee7bc010834ce,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
Church and Wellesley,43.6658599,-79.38315990000001,4fb593c0e4b05a76e2ab2951,Como En Casa,43.66516,-79.384796,Mexican Restaurant
Church and Wellesley,43.6658599,-79.38315990000001,4c030bf9f423a5938bc3cf16,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
Church and Wellesley,43.6658599,-79.38315990000001,4b01b6e7f964a520cd4422e3,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
Church and Wellesley,43.6658599,-79.38315990000001,4b919f56f964a520a4ca33e3,Hero Certified Burgers,43.66562403029978,-79.38090430769088,Burger Joint
Church and Wellesley,43.6658599,-79.38315990000001,50c20a89e4b02803a189384b,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
Church and Wellesley,43.6658599,-79.38315990000001,55457219498ea16d16550d3d,Riddle Room,43.665881092438454,-79.38493615023397,General Entertainment
Church and Wellesley,43.6658599,-79.38315990000001,533d629b498e7452f4a50bda,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
Church and Wellesley,43.6658599,-79.38315990000001,4ad8888ff964a520141221e3,Starbucks,43.66498,-79.38051,Coffee Shop
Church and Wellesley,43.6658599,-79.38315990000001,4b2d27b4f964a520a6cf24e3,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
Church and Wellesley,43.6658599,-79.38315990000001,4b746c9df964a520c1db2de3,Baskin-Robbins,43.66507308115074,-79.38068437615618,Ice Cream Shop
Church and Wellesley,43.6658599,-79.38315990000001,594ff53c2be42528bcc1bdb7,T-Swirl Crepe,43.663452,-79.384125,Creperie
Church and Wellesley,43.6658599,-79.38315990000001,4b5f708af964a52071ba29e3,Ladybug Florist,43.666221246816285,-79.38106227754196,Flower Shop
Church and Wellesley,43.6658599,-79.38315990000001,4b60fd09f964a520d9042ae3,Wine Rack,43.66580230870318,-79.38050712395066,Wine Shop
Church and Wellesley,43.6658599,-79.38315990000001,4d9b85a6913a236a733fa108,Openmat Mixed Martial Arts,43.666171607941095,-79.3847667237342,Martial Arts Dojo
Church and Wellesley,43.6658599,-79.38315990000001,57759b97498ec87e7b75736a,Holy Chuck,43.66524054342597,-79.38472816592302,Burger Joint
Church and Wellesley,43.6658599,-79.38315990000001,4b654efaf964a520aeec2ae3,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
Church and Wellesley,43.6658599,-79.38315990000001,4afca145f964a5208e2422e3,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
